id_wniosku,czas_realizacji_w_dniach,partner,czas_realizacji,laczny_zysk,sredni_dzienny_zysk
2062861,-1,tui,Error - ujemny wynik,105,-105
2059857,-1,dreamtours,Error - ujemny wynik,150,-150
2059884,-1,wakacje.pl,Error - ujemny wynik,150,-150
2062874,-1,dreamtours,Error - ujemny wynik,150,-150
2059726,-1,tui,Error - ujemny wynik,105,-105
2059736,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059755,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059832,-1,dreamtours,Error - ujemny wynik,150,-150
2059854,-1,tui,Error - ujemny wynik,105,-105
2059863,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059874,-1,tui,Error - ujemny wynik,105,-105
2059847,-1,itaka,Error - ujemny wynik,150,-150
2059853,-1,dreamtours,Error - ujemny wynik,150,-150
2059868,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059870,-1,itaka,Error - ujemny wynik,150,-150
2059879,-1,tui,Error - ujemny wynik,105,-105
2059678,-1,dreamtours,Error - ujemny wynik,150,-150
2059692,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059693,-1,tui,Error - ujemny wynik,105,-105
2059725,-1,dreamtours,Error - ujemny wynik,150,-150
2059739,-1,itaka,Error - ujemny wynik,150,-150
2062880,-1,tui,Error - ujemny wynik,105,-105
2059674,-1,dreamtours,Error - ujemny wynik,150,-150
2059733,-1,dreamtours,Error - ujemny wynik,150,-150
2059746,-1,itaka,Error - ujemny wynik,150,-150
2059812,-1,tui,Error - ujemny wynik,105,-105
2059822,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059824,-1,itaka,Error - ujemny wynik,150,-150
2059833,-1,tui,Error - ujemny wynik,105,-105
2059837,-1,dreamtours,Error - ujemny wynik,150,-150
2059849,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059852,-1,tui,Error - ujemny wynik,105,-105
2062876,-1,dreamtours,Error - ujemny wynik,150,-150
2062885,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059813,-1,dreamtours,Error - ujemny wynik,150,-150
2059831,-1,tui,Error - ujemny wynik,105,-105
2059840,-1,tui,Error - ujemny wynik,105,-105
2059859,-1,dreamtours,Error - ujemny wynik,150,-150
2059877,-1,dreamtours,Error - ujemny wynik,150,-150
2059724,-1,tui,Error - ujemny wynik,87.5,-87.5
2059742,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059676,-1,tui,Error - ujemny wynik,105,-105
2059684,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059703,-1,itaka,Error - ujemny wynik,150,-150
2059728,-1,tui,Error - ujemny wynik,105,-105
2059751,-1,itaka,Error - ujemny wynik,150,-150
2059808,-1,tui,Error - ujemny wynik,87.5,-87.5
2059846,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059871,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057339,-1,tui,Error - ujemny wynik,105,-105
2057370,-1,itaka,Error - ujemny wynik,150,-150
2057381,-1,tui,Error - ujemny wynik,105,-105
2057404,-1,itaka,Error - ujemny wynik,150,-150
2059688,-1,itaka,Error - ujemny wynik,150,-150
2059704,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059745,-1,tui,Error - ujemny wynik,105,-105
2059816,-1,dreamtours,Error - ujemny wynik,150,-150
2059875,-1,dreamtours,Error - ujemny wynik,150,-150
2064964,-1,tui,Error - ujemny wynik,105,-105
2064969,-1,wakacje.pl,Error - ujemny wynik,150,-150
2065031,-1,tui,Error - ujemny wynik,105,-105
2065033,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057331,-1,tui,Error - ujemny wynik,105,-105
2057343,-1,itaka,Error - ujemny wynik,150,-150
2057360,-1,dreamtours,Error - ujemny wynik,150,-150
2057362,-1,tui,Error - ujemny wynik,105,-105
2057394,-1,dreamtours,Error - ujemny wynik,150,-150
2057457,-1,tui,Error - ujemny wynik,105,-105
2057459,-1,dreamtours,Error - ujemny wynik,150,-150
2057469,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057521,-1,dreamtours,Error - ujemny wynik,150,-150
2059811,-1,tui,Error - ujemny wynik,105,-105
2059819,-1,dreamtours,Error - ujemny wynik,150,-150
2059836,-1,dreamtours,Error - ujemny wynik,150,-150
2059885,-1,itaka,Error - ujemny wynik,150,-150
2057333,-1,dreamtours,Error - ujemny wynik,150,-150
2057342,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057344,-1,itaka,Error - ujemny wynik,150,-150
2057357,-1,dreamtours,Error - ujemny wynik,150,-150
2057336,-1,dreamtours,Error - ujemny wynik,150,-150
2057367,-1,itaka,Error - ujemny wynik,150,-150
2057393,-1,tui,Error - ujemny wynik,105,-105
2059821,-1,tui,Error - ujemny wynik,105,-105
2059826,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059864,-1,tui,Error - ujemny wynik,105,-105
2059869,-1,itaka,Error - ujemny wynik,150,-150
2059842,-1,wakacje.pl,Error - ujemny wynik,150,-150
2059848,-1,itaka,Error - ujemny wynik,150,-150
2059858,-1,tui,Error - ujemny wynik,87.5,-87.5
2059876,-1,tui,Error - ujemny wynik,105,-105
2057330,-1,tui,Error - ujemny wynik,105,-105
2057335,-1,dreamtours,Error - ujemny wynik,150,-150
2057340,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057358,-1,tui,Error - ujemny wynik,105,-105
2057371,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057382,-1,dreamtours,Error - ujemny wynik,150,-150
2057401,-1,itaka,Error - ujemny wynik,150,-150
2057409,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057458,-1,tui,Error - ujemny wynik,105,-105
2057471,-1,itaka,Error - ujemny wynik,150,-150
2057516,-1,tui,Error - ujemny wynik,105,-105
2057518,-1,tui,Error - ujemny wynik,105,-105
2064963,-1,wakacje.pl,Error - ujemny wynik,150,-150
2064968,-1,itaka,Error - ujemny wynik,150,-150
2065032,-1,itaka,Error - ujemny wynik,150,-150
2057368,-1,itaka,Error - ujemny wynik,150,-150
2057400,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057472,-1,itaka,Error - ujemny wynik,150,-150
2057523,-1,tui,Error - ujemny wynik,105,-105
2059844,-1,itaka,Error - ujemny wynik,150,-150
2059866,-1,itaka,Error - ujemny wynik,150,-150
2059881,-1,dreamtours,Error - ujemny wynik,150,-150
2064967,-1,tui,Error - ujemny wynik,105,-105
2065018,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061631,-1,tui,Error - ujemny wynik,105,-105
2057346,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057364,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057395,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057466,-1,tui,Error - ujemny wynik,105,-105
2057467,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057517,-1,dreamtours,Error - ujemny wynik,150,-150
2057525,-1,dreamtours,Error - ujemny wynik,150,-150
2061698,-1,tui,Error - ujemny wynik,105,-105
2060210,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060285,-1,tui,Error - ujemny wynik,105,-105
2060303,-1,itaka,Error - ujemny wynik,150,-150
2064966,-1,dreamtours,Error - ujemny wynik,150,-150
2065035,-1,dreamtours,Error - ujemny wynik,150,-150
2060368,-1,dreamtours,Error - ujemny wynik,150,-150
2061630,-1,tui,Error - ujemny wynik,105,-105
2057345,-1,itaka,Error - ujemny wynik,150,-150
2057356,-1,tui,Error - ujemny wynik,105,-105
2057361,-1,dreamtours,Error - ujemny wynik,150,-150
2057366,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057380,-1,tui,Error - ujemny wynik,105,-105
2057406,-1,itaka,Error - ujemny wynik,150,-150
2057461,-1,dreamtours,Error - ujemny wynik,150,-150
2057465,-1,dreamtours,Error - ujemny wynik,150,-150
2057470,-1,itaka,Error - ujemny wynik,150,-150
2057531,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061642,-1,itaka,Error - ujemny wynik,150,-150
2061648,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060170,-1,tui,Error - ujemny wynik,105,-105
2057384,-1,dreamtours,Error - ujemny wynik,150,-150
2057473,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057524,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057527,-1,wakacje.pl,Error - ujemny wynik,150,-150
2057528,-1,itaka,Error - ujemny wynik,150,-150
2057529,-1,itaka,Error - ujemny wynik,150,-150
2057530,-1,itaka,Error - ujemny wynik,150,-150
2060308,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060320,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061641,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061693,-1,tui,Error - ujemny wynik,105,-105
2061644,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061646,-1,itaka,Error - ujemny wynik,150,-150
2061704,-1,itaka,Error - ujemny wynik,150,-150
2061713,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060322,-1,dreamtours,Error - ujemny wynik,150,-150
2060363,-1,itaka,Error - ujemny wynik,150,-150
2060348,-1,tui,Error - ujemny wynik,105,-105
2061645,-1,itaka,Error - ujemny wynik,150,-150
2065022,-1,tui,Error - ujemny wynik,105,-105
2060183,-1,itaka,Error - ujemny wynik,150,-150
2060213,-1,itaka,Error - ujemny wynik,150,-150
2060298,-1,dreamtours,Error - ujemny wynik,150,-150
2060315,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060347,-1,dreamtours,Error - ujemny wynik,150,-150
2060372,-1,tui,Error - ujemny wynik,105,-105
2061639,-1,tui,Error - ujemny wynik,105,-105
2061697,-1,dreamtours,Error - ujemny wynik,150,-150
2061709,-1,itaka,Error - ujemny wynik,150,-150
2060175,-1,dreamtours,Error - ujemny wynik,150,-150
2060214,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060216,-1,itaka,Error - ujemny wynik,150,-150
2060284,-1,tui,Error - ujemny wynik,105,-105
2060305,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060311,-1,tui,Error - ujemny wynik,105,-105
2060317,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060326,-1,tui,Error - ujemny wynik,105,-105
2060346,-1,tui,Error - ujemny wynik,105,-105
2060352,-1,dreamtours,Error - ujemny wynik,150,-150
2064974,-1,itaka,Error - ujemny wynik,150,-150
2064976,-1,itaka,Error - ujemny wynik,150,-150
2060176,-1,dreamtours,Error - ujemny wynik,150,-150
2060181,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060300,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060310,-1,dreamtours,Error - ujemny wynik,150,-150
2060312,-1,dreamtours,Error - ujemny wynik,150,-150
2061696,-1,dreamtours,Error - ujemny wynik,150,-150
2061702,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061705,-1,wakacje.pl,Error - ujemny wynik,150,-150
2064978,-1,wakacje.pl,Error - ujemny wynik,150,-150
2065021,-1,dreamtours,Error - ujemny wynik,150,-150
2065023,-1,itaka,Error - ujemny wynik,150,-150
2060356,-1,itaka,Error - ujemny wynik,150,-150
2060357,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061706,-1,itaka,Error - ujemny wynik,150,-150
2073307,-1,itaka,Error - ujemny wynik,150,-150
2073316,-1,itaka,Error - ujemny wynik,150,-150
2060366,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060171,-1,tui,Error - ujemny wynik,105,-105
2060218,-1,itaka,Error - ujemny wynik,150,-150
2060286,-1,dreamtours,Error - ujemny wynik,150,-150
2060319,-1,itaka,Error - ujemny wynik,150,-150
2061635,-1,dreamtours,Error - ujemny wynik,150,-150
2061636,-1,dreamtours,Error - ujemny wynik,150,-150
2061692,-1,dreamtours,Error - ujemny wynik,150,-150
2064977,-1,tui,Error - ujemny wynik,105,-105
2064965,-1,dreamtours,Error - ujemny wynik,150,-150
2060172,-1,dreamtours,Error - ujemny wynik,150,-150
2060288,-1,dreamtours,Error - ujemny wynik,150,-150
2061632,-1,dreamtours,Error - ujemny wynik,150,-150
2061691,-1,tui,Error - ujemny wynik,105,-105
2065027,-1,wakacje.pl,Error - ujemny wynik,150,-150
2064979,-1,dreamtours,Error - ujemny wynik,150,-150
2065030,-1,itaka,Error - ujemny wynik,150,-150
2060179,-1,tui,Error - ujemny wynik,105,-105
2060306,-1,itaka,Error - ujemny wynik,150,-150
2060307,-1,itaka,Error - ujemny wynik,150,-150
2065020,-1,dreamtours,Error - ujemny wynik,150,-150
2060219,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060309,-1,tui,Error - ujemny wynik,105,-105
2060360,-1,itaka,Error - ujemny wynik,150,-150
2065019,-1,tui,Error - ujemny wynik,105,-105
2060299,-1,tui,Error - ujemny wynik,105,-105
2060316,-1,itaka,Error - ujemny wynik,150,-150
2060318,-1,itaka,Error - ujemny wynik,150,-150
2060354,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063415,-1,tui,Error - ujemny wynik,105,-105
2063418,-1,dreamtours,Error - ujemny wynik,150,-150
2063427,-1,tui,Error - ujemny wynik,105,-105
2063430,-1,dreamtours,Error - ujemny wynik,150,-150
2063432,-1,dreamtours,Error - ujemny wynik,150,-150
2063454,-1,tui,Error - ujemny wynik,105,-105
2063456,-1,tui,Error - ujemny wynik,105,-105
2063471,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063475,-1,itaka,Error - ujemny wynik,150,-150
2063416,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063421,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063434,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063527,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063417,-1,tui,Error - ujemny wynik,105,-105
2063435,-1,tui,Error - ujemny wynik,105,-105
2063534,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063476,-1,dreamtours,Error - ujemny wynik,150,-150
2063477,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063485,-1,itaka,Error - ujemny wynik,150,-150
2063486,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063428,-1,itaka,Error - ujemny wynik,150,-150
2063441,-1,itaka,Error - ujemny wynik,150,-150
2063445,-1,tui,Error - ujemny wynik,105,-105
2063455,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063467,-1,tui,Error - ujemny wynik,105,-105
2063484,-1,tui,Error - ujemny wynik,105,-105
2063419,-1,itaka,Error - ujemny wynik,150,-150
2063439,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063458,-1,itaka,Error - ujemny wynik,150,-150
2063459,-1,wakacje.pl,Error - ujemny wynik,150,-150
2073301,-1,tui,Error - ujemny wynik,105,-105
2073314,-1,dreamtours,Error - ujemny wynik,150,-150
2063425,-1,itaka,Error - ujemny wynik,150,-150
2063436,-1,dreamtours,Error - ujemny wynik,150,-150
2063437,-1,itaka,Error - ujemny wynik,150,-150
2055390,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055430,-1,dreamtours,Error - ujemny wynik,125,-125
2055441,-1,tui,Error - ujemny wynik,105,-105
2055447,-1,tui,Error - ujemny wynik,105,-105
2063447,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055380,-1,tui,Error - ujemny wynik,105,-105
2055416,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055440,-1,tui,Error - ujemny wynik,105,-105
2055443,-1,dreamtours,Error - ujemny wynik,150,-150
2055449,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055452,-1,itaka,Error - ujemny wynik,150,-150
2063429,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063433,-1,tui,Error - ujemny wynik,105,-105
2063531,-1,itaka,Error - ujemny wynik,150,-150
2055411,-1,tui,Error - ujemny wynik,105,-105
2055446,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055450,-1,itaka,Error - ujemny wynik,150,-150
2055453,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063453,-1,dreamtours,Error - ujemny wynik,150,-150
2063457,-1,dreamtours,Error - ujemny wynik,150,-150
2063464,-1,itaka,Error - ujemny wynik,150,-150
2063482,-1,itaka,Error - ujemny wynik,150,-150
2063524,-1,dreamtours,Error - ujemny wynik,150,-150
2063535,-1,tui,Error - ujemny wynik,105,-105
2063521,-1,dreamtours,Error - ujemny wynik,150,-150
2063533,-1,itaka,Error - ujemny wynik,150,-150
2055451,-1,itaka,Error - ujemny wynik,150,-150
2063414,-1,dreamtours,Error - ujemny wynik,150,-150
2063487,-1,dreamtours,Error - ujemny wynik,150,-150
2055439,-1,dreamtours,Error - ujemny wynik,150,-150
2055376,-1,dreamtours,Error - ujemny wynik,150,-150
2055381,-1,tui,Error - ujemny wynik,105,-105
2055391,-1,dreamtours,Error - ujemny wynik,150,-150
2055461,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055463,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063446,-1,itaka,Error - ujemny wynik,150,-150
2063448,-1,dreamtours,Error - ujemny wynik,150,-150
2063469,-1,dreamtours,Error - ujemny wynik,150,-150
2063520,-1,tui,Error - ujemny wynik,105,-105
2055462,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055379,-1,dreamtours,Error - ujemny wynik,150,-150
2055409,-1,itaka,Error - ujemny wynik,150,-150
2055412,-1,dreamtours,Error - ujemny wynik,150,-150
2055465,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055466,-1,wakacje.pl,Error - ujemny wynik,150,-150
2062266,-1,itaka,Error - ujemny wynik,150,-150
2063473,-1,tui,Error - ujemny wynik,105,-105
2063474,-1,dreamtours,Error - ujemny wynik,150,-150
2063536,-1,dreamtours,Error - ujemny wynik,150,-150
2055464,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055377,-1,itaka,Error - ujemny wynik,150,-150
2055410,-1,dreamtours,Error - ujemny wynik,150,-150
2055413,-1,tui,Error - ujemny wynik,105,-105
2055415,-1,dreamtours,Error - ujemny wynik,150,-150
2055442,-1,dreamtours,Error - ujemny wynik,150,-150
2055585,-1,tui,Error - ujemny wynik,105,-105
2055625,-1,itaka,Error - ujemny wynik,150,-150
2073302,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055588,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055589,-1,itaka,Error - ujemny wynik,150,-150
2055592,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055584,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055578,-1,tui,Error - ujemny wynik,105,-105
2055603,-1,dreamtours,Error - ujemny wynik,150,-150
2055614,-1,tui,Error - ujemny wynik,105,-105
2055579,-1,tui,Error - ujemny wynik,105,-105
2055580,-1,dreamtours,Error - ujemny wynik,150,-150
2055591,-1,itaka,Error - ujemny wynik,150,-150
2055598,-1,dreamtours,Error - ujemny wynik,150,-150
2055605,-1,dreamtours,Error - ujemny wynik,150,-150
2055620,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055628,-1,itaka,Error - ujemny wynik,150,-150
2055583,-1,dreamtours,Error - ujemny wynik,150,-150
2073319,-1,tui,Error - ujemny wynik,105,-105
2055582,-1,dreamtours,Error - ujemny wynik,150,-150
2055623,-1,itaka,Error - ujemny wynik,150,-150
2055590,-1,itaka,Error - ujemny wynik,150,-150
2055597,-1,tui,Error - ujemny wynik,105,-105
2055630,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055599,-1,tui,Error - ujemny wynik,105,-105
2055616,-1,wakacje.pl,Error - ujemny wynik,150,-150
2058125,-1,dreamtours,Error - ujemny wynik,150,-150
2058138,-1,wakacje.pl,Error - ujemny wynik,150,-150
2062253,-1,dreamtours,Error - ujemny wynik,150,-150
2063466,-1,itaka,Error - ujemny wynik,150,-150
2063472,-1,tui,Error - ujemny wynik,105,-105
2063522,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063523,-1,tui,Error - ujemny wynik,105,-105
2063525,-1,itaka,Error - ujemny wynik,150,-150
2058134,-1,itaka,Error - ujemny wynik,150,-150
2058264,-1,tui,Error - ujemny wynik,105,-105
2058275,-1,wakacje.pl,Error - ujemny wynik,150,-150
2062277,-1,wakacje.pl,Error - ujemny wynik,150,-150
2058278,-1,wakacje.pl,Error - ujemny wynik,150,-150
2062270,-1,wakacje.pl,Error - ujemny wynik,150,-150
2058128,-1,dreamtours,Error - ujemny wynik,150,-150
2058263,-1,dreamtours,Error - ujemny wynik,150,-150
2058274,-1,itaka,Error - ujemny wynik,150,-150
2073303,-1,dreamtours,Error - ujemny wynik,150,-150
2058131,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060994,-1,itaka,Error - ujemny wynik,150,-150
2061015,-1,tui,Error - ujemny wynik,105,-105
2061031,-1,itaka,Error - ujemny wynik,150,-150
2061096,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061100,-1,itaka,Error - ujemny wynik,150,-150
2061105,-1,itaka,Error - ujemny wynik,150,-150
2061120,-1,wakacje.pl,Error - ujemny wynik,150,-150
2073304,-1,dreamtours,Error - ujemny wynik,150,-150
2058132,-1,tui,Error - ujemny wynik,105,-105
2073305,-1,tui,Error - ujemny wynik,105,-105
2058268,-1,dreamtours,Error - ujemny wynik,150,-150
2058273,-1,wakacje.pl,Error - ujemny wynik,150,-150
2058130,-1,dreamtours,Error - ujemny wynik,150,-150
2058265,-1,tui,Error - ujemny wynik,105,-105
2058271,-1,tui,Error - ujemny wynik,105,-105
2058270,-1,dreamtours,Error - ujemny wynik,150,-150
2058277,-1,itaka,Error - ujemny wynik,150,-150
2058123,-1,tui,Error - ujemny wynik,105,-105
2073309,-1,wakacje.pl,Error - ujemny wynik,150,-150
2058124,-1,tui,Error - ujemny wynik,105,-105
2058137,-1,itaka,Error - ujemny wynik,150,-150
2058135,-1,wakacje.pl,Error - ujemny wynik,150,-150
2073317,-1,itaka,Error - ujemny wynik,150,-150
2073320,-1,wakacje.pl,Error - ujemny wynik,150,-150
2073323,-1,tui,Error - ujemny wynik,105,-105
2058136,-1,itaka,Error - ujemny wynik,150,-150
2055997,-1,itaka,Error - ujemny wynik,150,-150
2055998,-1,itaka,Error - ujemny wynik,150,-150
2055990,-1,dreamtours,Error - ujemny wynik,150,-150
2060972,-1,tui,Error - ujemny wynik,105,-105
2060987,-1,dreamtours,Error - ujemny wynik,150,-150
2055987,-1,tui,Error - ujemny wynik,105,-105
2058276,-1,itaka,Error - ujemny wynik,150,-150
2061106,-1,wakacje.pl,Error - ujemny wynik,150,-150
2061117,-1,tui,Error - ujemny wynik,105,-105
2061168,-1,wakacje.pl,Error - ujemny wynik,150,-150
2063468,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055989,-1,dreamtours,Error - ujemny wynik,150,-150
2055994,-1,wakacje.pl,Error - ujemny wynik,150,-150
2055996,-1,wakacje.pl,Error - ujemny wynik,150,-150
2060975,-1,dreamtours,Error - ujemny wynik,150,-150
2060977,-1,dreamtours,Error - ujemny wynik,150,-150
2055986,-1,tui,Error - ujemny wynik,105,-105
2055999,-1,itaka,Error - ujemny wynik,150,-150
2056000,-1,wakacje.pl,Error - ujemny wynik,150,-150
2083827,-1,tui,Error - ujemny wynik,105,-105
2158450,-1,tui,Error - ujemny wynik,105,-105
2158503,-1,tui,Error - ujemny wynik,105,-105
2158513,-1,wakacje.pl,Error - ujemny wynik,150,-150
2158514,-1,itaka,Error - ujemny wynik,150,-150
2085419,-1,itaka,Error - ujemny wynik,150,-150
2085449,-1,dreamtours,Error - ujemny wynik,150,-150
2085455,-1,itaka,Error - ujemny wynik,150,-150
2085474,-1,itaka,Error - ujemny wynik,150,-150
2085436,-1,wakacje.pl,Error - ujemny wynik,150,-150
2085446,-1,tui,Error - ujemny wynik,105,-105
2085464,-1,tui,Error - ujemny wynik,105,-105
2085472,-1,wakacje.pl,Error - ujemny wynik,150,-150
2085480,-1,wakacje.pl,Error - ujemny wynik,150,-150
2085476,-1,itaka,Error - ujemny wynik,150,-150
2085438,-1,itaka,Error - ujemny wynik,150,-150
2085445,-1,tui,Error - ujemny wynik,105,-105
2085423,-1,wakacje.pl,Error - ujemny wynik,150,-150
2085402,-1,dreamtours,Error - ujemny wynik,150,-150
2085432,-1,tui,Error - ujemny wynik,105,-105
2085448,-1,wakacje.pl,Error - ujemny wynik,150,-150
2085477,-1,dreamtours,Error - ujemny wynik,150,-150
2085459,-1,wakacje.pl,Error - ujemny wynik,150,-150
2085416,-1,itaka,Error - ujemny wynik,150,-150
2086632,-1,wakacje.pl,Error - ujemny wynik,150,-150
2086640,-1,wakacje.pl,Error - ujemny wynik,150,-150
2086773,-1,itaka,Error - ujemny wynik,150,-150
2086822,-1,tui,Error - ujemny wynik,210,-210
2085401,-1,tui,Error - ujemny wynik,105,-105
2085415,-1,dreamtours,Error - ujemny wynik,150,-150
2085452,-1,dreamtours,Error - ujemny wynik,150,-150
2085454,-1,itaka,Error - ujemny wynik,150,-150
2085466,-1,dreamtours,Error - ujemny wynik,150,-150
2085470,-1,dreamtours,Error - ujemny wynik,150,-150
2086618,-1,tui,Error - ujemny wynik,105,-105
2086649,-1,dreamtours,Error - ujemny wynik,150,-150
2085403,-1,wakacje.pl,Error - ujemny wynik,150,-150
2085447,-1,dreamtours,Error - ujemny wynik,150,-150
2085468,-1,wakacje.pl,Error - ujemny wynik,150,-150
2086620,-1,dreamtours,Error - ujemny wynik,150,-150
2086635,-1,itaka,Error - ujemny wynik,150,-150
2086769,-1,wakacje.pl,Error - ujemny wynik,150,-150
2086787,-1,tui,Error - ujemny wynik,105,-105
2158883,-1,tui,Error - ujemny wynik,105,-105
2158894,-1,tui,Error - ujemny wynik,105,-105
2158909,-1,tui,Error - ujemny wynik,105,-105
2085404,-1,tui,Error - ujemny wynik,105,-105
2085467,-1,tui,Error - ujemny wynik,105,-105
2085405,-1,dreamtours,Error - ujemny wynik,150,-150
2085469,-1,tui,Error - ujemny wynik,105,-105
2158878,-1,itaka,Error - ujemny wynik,150,-150
2158881,-1,tui,Error - ujemny wynik,105,-105
2158891,-1,tui,Error - ujemny wynik,105,-105
2158904,-1,dreamtours,Error - ujemny wynik,150,-150
2086615,-1,itaka,Error - ujemny wynik,150,-150
2086661,-1,itaka,Error - ujemny wynik,150,-150
2086774,-1,itaka,Error - ujemny wynik,150,-150
2086804,-1,tui,Error - ujemny wynik,105,-105
2138062,-1,wakacje.pl,Error - ujemny wynik,150,-150
2138176,-1,tui,Error - ujemny wynik,105,-105
2086639,-1,itaka,Error - ujemny wynik,150,-150
2086652,-1,itaka,Error - ujemny wynik,150,-150
2086781,-1,itaka,Error - ujemny wynik,150,-150
2138205,-1,dreamtours,Error - ujemny wynik,150,-150
2138259,-1,tui,Error - ujemny wynik,105,-105
2138269,-1,tui,Error - ujemny wynik,105,-105
2138286,-1,dreamtours,Error - ujemny wynik,150,-150
2086644,-1,wakacje.pl,Error - ujemny wynik,150,-150
2086653,-1,itaka,Error - ujemny wynik,150,-150
2138059,-1,tui,Error - ujemny wynik,105,-105
2138261,-1,tui,Error - ujemny wynik,105,-105
2138159,-1,wakacje.pl,Error - ujemny wynik,125,-125
2158880,-1,wakacje.pl,Error - ujemny wynik,150,-150
2158893,-1,dreamtours,Error - ujemny wynik,150,-150
2138074,-1,dreamtours,Error - ujemny wynik,150,-150
2138190,-1,dreamtours,Error - ujemny wynik,150,-150
2086650,-1,tui,Error - ujemny wynik,105,-105
2138068,-1,tui,Error - ujemny wynik,105,-105
2138165,-1,wakacje.pl,Error - ujemny wynik,150,-150
2138170,-1,tui,Error - ujemny wynik,105,-105
2138264,-1,itaka,Error - ujemny wynik,150,-150
2158885,-1,tui,Error - ujemny wynik,105,-105
2085730,-1,itaka,Error - ujemny wynik,150,-150
2085754,-1,dreamtours,Error - ujemny wynik,150,-150
